GeneID	Symbol	Description	Synonyms	Maestro score	FDR	Evidence	Tissues
60558	GUF1	GUF1 GTPase homolog (S. cerevisiae)	EF-4, Q8N442	29	0%	"APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain+, coexpression, MS/MS+"	cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis
26517	TIMM13	translocase of inner mitochondrial membrane 13 homolog (yeast)	TIM13, TIM13B, TIMM13A, TIMM13B, ppv1, Q9Y5L4	29	0%	"literature, APEX_IMS, yeast mito homolog++, mito protein domain+, induction, coexpression, MS/MS++"	all 14
57128	LYRM4	LYR motif containing 4	C6orf149, CGI-203, COXPD19, ISD11, RP11-428J1.4, Q9HD34	29	0%	"literature, APEX_matrix, targetP signal+, yeast mito homolog, mito protein domain+, induction, coexpression, MS/MS++"	all 14
54948	MRPL16	mitochondrial ribosomal protein L16	L16mt, MRP-L16, Q9NX20	28	0%	"literature, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression++, MS/MS+"	cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, heart, skeletalmuscle, adipose, smallintestine, largeintestine, placenta, testis
64976	MRPL40	mitochondrial ribosomal protein L40	MRP-L22, MRPL22, NLVCF, URIM, Q9NQ50	28	0%	"literature, APEX_matrix, targetP signal+, yeast mito homolog++, mito protein domain+, induction, coexpression, MS/MS"	cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis
3421	IDH3G	isocitrate dehydrogenase 3 (NAD+) gamma	H-IDHG, P51553	28	0%	"literature, APEX_matrix, yeast mito homolog+, Rickettsial homolog, mito protein domain, induction, coexpression++, MS/MS++"	all 14
6391	SDHC	"succinate dehydrogenase complex, subunit C, integral membrane protein, 15kDa"	CYB560, CYBL, PGL3, QPS1, SDH3, Q99643	28	0%	"literature, targetP signal+, Rickettsial homolog, mito protein domain, induction, coexpression++, MS/MS+"	all 14
4711	NDUFB5	"NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 5, 16kDa"	CISGDH, SGDH, O43674	28	0%	"literature, APEX_IMS, APEX_matrix, targetP signal+, mito protein domain+, induction, coexpression++, MS/MS+"	all 14
54949	SDHAF2	succinate dehydrogenase complex assembly factor 2	C11orf79, PGL2, SDH5, Q9NX18	28	0%	"GFP, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain+, induction, coexpression, MS/MS"	cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, heart, adipose, smallintestine, largeintestine, stomach, placenta, testis
93058	COQ10A	coenzyme Q10 homolog A (S. cerevisiae)	Q96MF6	28	0%	"targetP signal, yeast mito homolog+, Rickettsial homolog, mito protein domain+, induction, MS/MS++"	cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, heart, skeletalmuscle, adipose, largeintestine, stomach
8209	C21orf33	chromosome 21 open reading frame 33	ES1, GT335, HES1, KNPH, KNPI, P30042	28	0%	"APEX_matrix, targetP signal+, mito protein domain, induction, coexpression++, MS/MS++"	all 14
25828	TXN2	thioredoxin 2	MT-TRX, MTRX, TRX2, Q99757	28	0%	"literature, APEX_matrix, targetP signal+, Rickettsial homolog, mito protein domain, induction, coexpression++, MS/MS+"	all 14
55168	MRPS18A	mitochondrial ribosomal protein S18A	HumanS18b, MRP-S18-3, MRPS18-3, S18bmt, Q9NVS2	28	0%	"literature, APEX_matrix, targetP signal, Rickettsial homolog, mito protein domain, induction, coexpression++, MS/MS++"	cerebrum, brainstem, spinalcord, liver, heart, adipose, smallintestine, largeintestine, stomach, placenta, testis
4715	NDUFB9	"NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 9, 22kDa"	B22, CI-B22, LYRM3, UQOR22, Q9Y6M9	28	0%	"literature, APEX_IMS, APEX_matrix, targetP signal, mito protein domain+, induction, coexpression++, MS/MS++"	all 14
1345	COX6C	cytochrome c oxidase subunit VIc	P09669	28	0%	"literature, APEX_IMS, APEX_matrix, targetP signal, mito protein domain+, induction, coexpression++, MS/MS++"	all 14
23788	MTCH2	mitochondrial carrier 2	MIMP, SLC25A50, Q9Y6C9	28	0%	"literature, APEX_IMS, yeast mito homolog+, mito protein domain+, induction, coexpression+, MS/MS++"	all 14
4700	NDUFA6	"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 6, 14kDa"	B14, CI-B14, LYRM6, NADHB14, P56556	28	0%	"literature, APEX_matrix, mito protein domain+, induction, coexpression++, MS/MS++"	all 14
788	SLC25A20	"solute carrier family 25 (carnitine/acylcarnitine translocase), member 20"	CAC, CACT, O43772	28	0%	"literature, yeast mito homolog+, mito protein domain+, induction, coexpression, MS/MS++"	all 14
65008	MRPL1	mitochondrial ribosomal protein L1	BM022, L1MT, MRP-L1, Q9BYD6	28	0%	"literature, APEX_matrix, targetP signal, yeast mito homolog++, mito protein domain, induction, coexpression, MS/MS++"	cerebrum, cerebellum, spinalcord, liver, heart, adipose, smallintestine, largeintestine, stomach, placenta, testis
10469	TIMM44	translocase of inner mitochondrial membrane 44 homolog (yeast)	TIM44, O43615	28	0%	"literature, APEX_matrix, targetP signal, yeast mito homolog, mito protein domain, induction, coexpression++, MS/MS++"	all 14
440574	MINOS1	mitochondrial inner membrane organizing system 1	C1orf151, MIO10, Q5TGZ0	28	0%	"literature, APEX_IMS, yeast mito homolog, mito protein domain+, induction, coexpression++, MS/MS++"	all 14
10063	COX17	COX17 cytochrome c oxidase copper chaperone	Q14061	28	0%	"literature, APEX_IMS, yeast mito homolog, mito protein domain+, induction, coexpression++, MS/MS++"	heart, adipose, smallintestine, placenta, testis
6648	SOD2	"superoxide dismutase 2, mitochondrial"	IPOB, MNSOD, MVCD6, P04179	28	0%	"literature, APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, induction, MS/MS++"	all 14
7416	VDAC1	voltage-dependent anion channel 1	PORIN, VDAC-1, P21796	28	0%	"literature, APEX_IMS, yeast mito homolog+, mito protein domain+, coexpression++, MS/MS++"	all 14
1340	COX6B1	cytochrome c oxidase subunit VIb polypeptide 1 (ubiquitous)	COX6B, COXG, COXVIb1, P14854	28	0%	"literature, APEX_IMS, yeast mito homolog+, mito protein domain+, coexpression++, MS/MS++"	all 14
8192	CLPP	caseinolytic mitochondrial matrix peptidase proteolytic subunit	PRLTS3, Q16740	28	0%	"literature, APEX_matrix, targetP signal+, Rickettsial homolog, mito protein domain, induction, coexpression+, MS/MS++"	all 14
3033	HADH	hydroxyacyl-CoA dehydrogenase	HAD, HADH1, HADHSC, HCDH, HHF4, MSCHAD, SCHAD, Q16836	28	0%	"literature, APEX_matrix, targetP signal, Rickettsial homolog, mito protein domain, induction, coexpression++, MS/MS++"	all 14
33	ACADL	"acyl-CoA dehydrogenase, long chain"	ACAD4, LCAD, P28330	28	0%	"literature, targetP signal+, mito protein domain+, induction, coexpression+, MS/MS++"	all 14
38	ACAT1	acetyl-CoA acetyltransferase 1	ACAT, MAT, T2, THIL, P24752	28	0%	"literature, APEX_matrix, targetP signal+, Rickettsial homolog, mito protein domain, induction, coexpression+, MS/MS++"	all 14
115416	MALSU1	mitochondrial assembly of ribosomal large subunit 1	C7orf30, mtRsfA, Q96EH3	27	0%	"literature, APEX_matrix, targetP signal+, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression+, MS/MS"	cerebrum, cerebellum, liver, smallintestine, largeintestine, placenta
10845	CLPX	caseinolytic mitochondrial matrix peptidase chaperone subunit	O76031	27	0%	"literature, APEX_matrix, yeast mito homolog++, Rickettsial homolog, mito protein domain, induction, coexpression, MS/MS++"	all 14
4724	NDUFS4	"NADH dehydrogenase (ubiquinone) Fe-S protein 4, 18kDa (NADH-coenzyme Q reductase)"	AQDQ, CI-18, O43181	27	0%	"literature, APEX_matrix, targetP signal+, mito protein domain+, coexpression++, MS/MS++"	all 14
51073	MRPL4	mitochondrial ribosomal protein L4	CGI-28, L4mt, Q9BYD3	27	0%	"literature, APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, induction, MS/MS++"	cerebrum, brainstem, spinalcord, kidney, liver, adipose, smallintestine, largeintestine, placenta, testis
708	C1QBP	"complement component 1, q subcomponent binding protein"	GC1QBP, HABP1, SF2p32, gC1Q-R, gC1qR, p32, Q07021	27	0%	"literature, APEX_matrix, targetP signal+, yeast mito homolog++, mito protein domain, induction, coexpression, MS/MS++"	all 14
10531	PITRM1	pitrilysin metallopeptidase 1	MP1, PreP, Q5JRX3	27	0%	"literature, APEX_matrix, targetP signal, yeast mito homolog++, mito protein domain+, coexpression, MS/MS++"	all 14
55245	UQCC1	ubiquinol-cytochrome c reductase complex assembly factor 1	BFZB, C20orf44, CBP3, UQCC, Q9NVA1	27	0%	"literature, APEX_matrix, targetP signal, yeast mito homolog, mito protein domain+, coexpression++, MS/MS++"	cerebrum, cerebellum, brainstem, spinalcord, liver, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis
128308	MRPL55	mitochondrial ribosomal protein L55	AAVG5835, L55nt, MRP-L55, PRO19675, Q7Z7F7	27	0%	"literature, APEX_matrix, targetP signal, mito protein domain+, induction, coexpression++, MS/MS+"	cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, heart, adipose, smallintestine, largeintestine, stomach, placenta, testis
79922	MRM1	mitochondrial rRNA methyltransferase 1 homolog (S. cerevisiae)	Q6IN84	27	0%	"APEX_matrix, targetP signal+, yeast mito homolog++, Rickettsial homolog, mito protein domain+, induction, coexpression"	spinalcord, placenta, testis
51102	MECR	mitochondrial trans-2-enoyl-CoA reductase	CGI-63, FASN2B, NRBF1, Q9BV79	27	0%	"literature, APEX_matrix, targetP signal+, yeast mito homolog++, mito protein domain, coexpression, MS/MS++"	all 14
65080	MRPL44	mitochondrial ribosomal protein L44	COXPD16, L44MT, MRP-L44, Q9H9J2	27	0%	"literature, APEX_matrix, targetP signal, yeast mito homolog++, induction, coexpression+, MS/MS++"	cerebrum, spinalcord, liver, heart, adipose, smallintestine, largeintestine, stomach, placenta, testis
84263	HSDL2	hydroxysteroid dehydrogenase like 2	C9orf99, SDR13C1, Q6YN16	27	0%	"APEX_matrix, GFP, Rickettsial homolog, mito protein domain+, induction, coexpression+, MS/MS++"	all 14
63931	MRPS14	mitochondrial ribosomal protein S14	DJ262D12.2, HSMRPS14, MRP-S14, S14mt, O60783	27	0%	"literature, APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression, MS/MS++"	cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis
11194	ABCB8	"ATP-binding cassette, sub-family B (MDR/TAP), member 8"	EST328128, M-ABC1, MABC1, Q9NUT2	27	0%	"literature, targetP signal+, Rickettsial homolog, mito protein domain, coexpression++, MS/MS++"	all 14
91647	ATPAF2	ATP synthase mitochondrial F1 complex assembly factor 2	ATP12, ATP12p, MC5DN1, Q8N5M1	27	0%	"literature, targetP signal, yeast mito homolog++, mito protein domain+, induction, coexpression, MS/MS"	cerebrum, cerebellum, brainstem, spinalcord, liver, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis
4704	NDUFA9	"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 9, 39kDa"	CC6, CI-39k, CI39k, NDUFS2L, SDR22E1, Q16795	27	0%	"literature, APEX_matrix, targetP signal+, mito protein domain, induction, coexpression++, MS/MS++"	all 14
388753	COA6	cytochrome c oxidase assembly factor 6 homolog (S. cerevisiae)	C1orf31, Q5JTJ3	27	0%	"APEX_IMS, yeast mito homolog++, mito protein domain+, induction, coexpression+, MS/MS"	cerebrum, cerebellum, spinalcord, liver, adipose, smallintestine, largeintestine, placenta, testis
5442	POLRMT	polymerase (RNA) mitochondrial (DNA directed)	APOLMT, MTRNAP, MTRPOL, h-mtRPOL, O00411	27	0%	"literature, APEX_matrix, targetP signal, yeast mito homolog++, mito protein domain+, coexpression++, MS/MS"	cerebrum, cerebellum, brainstem, spinalcord, kidney, skeletalmuscle, adipose, largeintestine, stomach, placenta, testis
23479	ISCU	iron-sulfur cluster assembly enzyme	2310020H20Rik, HML, ISU2, NIFU, NIFUN, hnifU, Q9H1K1	27	0%	"literature, APEX_matrix, targetP signal+, yeast mito homolog++, Rickettsial homolog, mito protein domain, MS/MS++"	all 14
84816	RTN4IP1	reticulon 4 interacting protein 1	NIMP, Q8WWV3	27	0%	"literature, APEX_matrix, targetP signal, yeast mito homolog, mito protein domain, induction, coexpression++, MS/MS++"	all 14
55753	OGDHL	oxoglutarate dehydrogenase-like	Q9ULD0	27	0%	"APEX_matrix, targetP signal+, yeast mito homolog+, Rickettsial homolog, mito protein domain+, MS/MS++"	all 14
509	ATP5C1	"ATP synthase, H+ transporting, mitochondrial F1 complex, gamma polypeptide 1"	ATP5C, ATP5CL1, P36542	27	0%	"literature, yeast mito homolog++, Rickettsial homolog, mito protein domain, induction, MS/MS++"	all 14
10295	BCKDK	branched chain ketoacid dehydrogenase kinase	BCKDKD, BDK, O14874	27	0%	"literature, APEX_matrix, targetP signal, yeast mito homolog+, Rickettsial homolog, mito protein domain+, MS/MS++"	cerebrum, cerebellum, spinalcord, kidney, liver, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis
84340	GFM2	"G elongation factor, mitochondrial 2"	EF-G2mt, EFG2, MRRF2, MST027, RRF2, RRF2mt, hEFG2, mEF-G 2, Q969S9	27	0%	"literature, APEX_matrix, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression++, MS/MS++"	all 14
29078	NDUFAF4	"NADH dehydrogenase (ubiquinone) complex I, assembly factor 4"	C6orf66, HRPAP20, My013, bA22L21.1, Q9P032	27	0%	"APEX_matrix, GFP, mito protein domain+, induction, coexpression++, MS/MS++"	all 14
399512	SLC25A35	"solute carrier family 25, member 35"	Q3KQZ1	27	0%	"APEX_matrix, yeast mito homolog+, mito protein domain+, induction, coexpression, MS/MS++"	cerebrum, cerebellum, kidney, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis
8402	SLC25A11	"solute carrier family 25 (mitochondrial carrier; oxoglutarate carrier), member 11"	OGC, SLC20A4, Q02978	27	0%	"literature, yeast mito homolog+, mito protein domain+, induction, coexpression, MS/MS++"	all 14
26521	TIMM8B	translocase of inner mitochondrial membrane 8 homolog B (yeast)	DDP2, TIM8B, Q9Y5J9	27	0%	"literature, yeast mito homolog+, mito protein domain+, induction, coexpression, MS/MS++"	cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, heart, adipose, smallintestine, largeintestine, stomach, placenta, testis
27349	MCAT	malonyl CoA:ACP acyltransferase (mitochondrial)	FASN2C, MCT, MT, NET62, fabD, Q8IVS2	26	0%	"literature, APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression, MS/MS++"	spinalcord, kidney, liver, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis
200205	IBA57	"IBA57, iron-sulfur cluster assembly homolog (S. cerevisiae)"	C1orf69, MMDS3, Q5T440	26	0%	"APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression, MS/MS++"	cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, heart, adipose, smallintestine, largeintestine, stomach, placenta, testis
11331	PHB2	prohibitin 2	BAP, BCAP37, Bap37, PNAS-141, REA, p22, Q99623	26	0%	"literature, yeast mito homolog++, Rickettsial homolog, mito protein domain, induction, coexpression, MS/MS++"	all 14
7818	DAP3	death associated protein 3	DAP-3, MRP-S29, MRPS29, bMRP-10, P51398	26	0%	"literature, APEX_matrix, targetP signal, yeast mito homolog++, mito protein domain+, coexpression, MS/MS++"	all 14
56942	CMC2	C-x(9)-C motif containing 2	2310061C15Rik, C16orf61, Q9NRP2	26	0%	"APEX_IMS, yeast mito homolog++, mito protein domain+, induction, coexpression, MS/MS+"	cerebrum, cerebellum, spinalcord, liver, heart, adipose, largeintestine, stomach, placenta, testis
644096	SDHAF1	succinate dehydrogenase complex assembly factor 1	LYRM8, A6NFY7	26	0%	"literature, targetP signal+, yeast mito homolog, mito protein domain+, induction, coexpression+, MS/MS"	cerebrum, cerebellum, brainstem, spinalcord, kidney, heart, skeletalmuscle, adipose, largeintestine, stomach, placenta, testis
51373	MRPS17	mitochondrial ribosomal protein S17	HSPC011, MRP-S17, RPMS17, S17mt, Q9Y2R5	26	0%	"literature, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, induction, coexpression, MS/MS+"	all 14
137872	ADHFE1	"alcohol dehydrogenase, iron containing, 1"	ADH8, HOT, Q8IWW8	26	0%	"targetP signal+, yeast mito homolog++, mito protein domain, coexpression, MS/MS++"	kidney, liver, heart, adipose, stomach, placenta
9054	NFS1	NFS1 cysteine desulfurase	IscS, NIFS, Q9Y697	26	0%	"literature, APEX_matrix, targetP signal, Rickettsial homolog, mito protein domain+, coexpression+, MS/MS++"	all 14
79133	NDUFAF5	"NADH dehydrogenase (ubiquinone) complex I, assembly factor 5"	C20orf7, bA526K24.2, dJ842G6.1, Q5TEU4	26	0%	"literature, APEX_matrix, GFP, targetP signal+, Rickettsial homolog, mito protein domain+, induction, coexpression, MS/MS"	cerebellum, brainstem, skeletalmuscle, largeintestine, stomach, placenta
63875	MRPL17	mitochondrial ribosomal protein L17	L17mt, LIP2, MRP-L17, MRP-L26, RPL17L, RPML26, Q9NRX2	26	0%	"literature, APEX_matrix, targetP signal+, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression, MS/MS"	all 14
51204	TACO1	translational activator of mitochondrially encoded cytochrome c oxidase I	CCDC44, Q9BSH4	26	0%	"literature, APEX_matrix, targetP signal+, yeast mito homolog, Rickettsial homolog, mito protein domain+, MS/MS++"	all 14
55669	MFN1	mitofusin 1	hfzo1, hfzo2, Q8IWA4	26	0%	"literature, yeast mito homolog++, mito protein domain+, induction, coexpression, MS/MS+"	cerebellum, brainstem, spinalcord, kidney, skeletalmuscle, adipose, largeintestine, stomach, placenta, testis
160760	PPTC7	PTC7 protein phosphatase homolog (S. cerevisiae)	TA-PP2C, TAPP2C, Q8NI37	26	0%	"APEX_matrix, yeast mito homolog, mito protein domain+, induction, coexpression, MS/MS++"	cerebrum, cerebellum, brainstem, spinalcord, heart, skeletalmuscle, largeintestine, placenta, testis
65003	MRPL11	mitochondrial ribosomal protein L11	L11MT, MRP-L11, Q9Y3B7	26	0%	"literature, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression+, MS/MS+"	all 14
4726	NDUFS6	"NADH dehydrogenase (ubiquinone) Fe-S protein 6, 13kDa (NADH-coenzyme Q reductase)"	CI-13kA, CI-13kD-A, CI13KDA, O75380	26	0%	"literature, APEX_matrix, targetP signal, mito protein domain+, coexpression++, MS/MS++"	all 14
1327	COX4I1	cytochrome c oxidase subunit IV isoform 1	COX4, COX4-1, COXIV, P13073	26	0%	"literature, APEX_IMS, APEX_matrix, targetP signal, mito protein domain+, coexpression++, MS/MS++"	all 14
28998	MRPL13	mitochondrial ribosomal protein L13	L13, L13A, L13mt, RPL13, RPML13, Q9BYD1	26	0%	"literature, APEX_matrix, targetP signal, yeast mito homolog, Rickettsial homolog, mito protein domain, induction, coexpression, MS/MS++"	all 14
